longitude,latitude,fishing activity 2018_unreported_fishing,species richness 2018,stocks richness 2018,clusterid,risk
10.72,37.53,578.499999999999,309.0,55.0,2.0,High
11.22,37.53,633.0833333333343,320.0,59.0,2.0,High
11.72,37.53,1833.4999999999966,318.0,54.0,0.0,Very High
12.22,37.53,1404.6666666666674,445.0,59.0,0.0,Very High
12.72,37.53,558.0000000000001,325.0,45.0,2.0,High
15.22,37.53,79.75000000000001,411.0,49.0,1.0,Very High
15.72,37.53,17.6666666666667,322.0,47.0,2.0,High
16.22,37.53,136.99999999999997,282.0,42.0,2.0,High
16.72,37.53,1.9166666666666679,123.0,21.0,4.0,Moderate
17.22,37.53,2.5833333333333375,108.0,19.0,4.0,Moderate
17.72,37.53,0.5833333333333335,70.0,12.0,5.0,Very Low
18.22,37.53,0.0,55.0,4.0,6.0,Very Low
18.72,37.53,0.0,39.0,2.0,6.0,Very Low
19.22,37.53,0.0,56.0,4.0,6.0,Very Low
19.72,37.53,0.0,78.0,13.0,5.0,Very Low
20.22,37.53,6.916666666666666,169.0,24.0,4.0,Moderate
20.72,37.53,20.16666666666668,265.0,40.0,3.0,Moderate
21.22,37.53,278.41666666666663,397.0,47.0,1.0,Very High
23.72,37.53,324.08333333333337,394.0,57.0,1.0,Very High
24.22,37.53,756.333333333334,532.0,62.0,0.0,Very High
24.72,37.53,181.91666666666683,515.0,62.0,1.0,Very High
25.22,37.53,135.83333333333323,509.0,60.0,1.0,Very High
25.72,37.53,2.5000000000000036,178.0,33.0,3.0,Moderate
26.22,37.53,12.000000000000016,229.0,28.0,3.0,Moderate
26.72,37.53,439.33333333333337,537.0,61.0,1.0,Very High
-1.78,37.03,220.33333333333348,567.0,61.0,1.0,Very High
-1.28,37.03,236.66666666666666,410.0,55.0,1.0,Very High
-0.78,37.03,85.25,243.0,33.0,3.0,Moderate
-0.28,37.03,225.41666666666706,163.0,29.0,3.0,Moderate
0.22,37.03,31.08333333333335,118.0,18.0,4.0,Moderate
0.72,37.03,5.916666666666669,129.0,19.0,4.0,Moderate
1.22,37.03,0.0,135.0,22.0,4.0,Moderate
1.72,37.03,0.0,134.0,19.0,4.0,Moderate
2.22,37.03,0.0,138.0,22.0,4.0,Moderate
2.72,37.03,0.0,152.0,28.0,4.0,Moderate
3.22,37.03,0.0,162.0,29.0,4.0,Moderate
3.72,37.03,0.0,155.0,23.0,4.0,Moderate
4.22,37.03,0.0,153.0,23.0,4.0,Moderate
4.72,37.03,0.0,143.0,23.0,4.0,Moderate
5.22,37.03,0.0,135.0,25.0,4.0,Moderate
5.72,37.03,0.0,135.0,22.0,4.0,Moderate
6.22,37.03,0.0,317.0,48.0,2.0,High
6.72,37.03,0.0,297.0,48.0,2.0,High
7.22,37.03,0.0,310.0,47.0,2.0,High
7.72,37.03,0.0,272.0,46.0,2.0,High
8.22,37.03,0.0,252.0,44.0,3.0,Moderate
8.72,37.03,0.0,368.0,52.0,1.0,Very High
10.22,37.03,10.249999999999998,315.0,52.0,2.0,High
10.72,37.03,73.74999999999987,496.0,62.0,1.0,Very High
11.22,37.03,590.0833333333336,441.0,61.0,1.0,Very High
11.72,37.03,248.1666666666669,275.0,48.0,2.0,High
12.22,37.03,906.3333333333347,195.0,44.0,2.0,High
12.72,37.03,3219.3333333333235,408.0,59.0,0.0,Very High
13.22,37.03,1654.4166666666695,577.0,63.0,0.0,Very High
13.72,37.03,1096.1666666666667,463.0,57.0,0.0,Very High
14.22,37.03,215.66666666666654,287.0,39.0,2.0,High
15.72,37.03,2.7500000000000004,147.0,20.0,4.0,Moderate
16.22,37.03,11.583333333333348,100.0,16.0,5.0,Very Low
16.72,37.03,2.916666666666669,94.0,11.0,5.0,Very Low
17.22,37.03,0.7500000000000008,87.0,12.0,5.0,Very Low
17.72,37.03,0.0,57.0,6.0,6.0,Very Low
18.22,37.03,0.0,40.0,2.0,6.0,Very Low
18.72,37.03,0.0,37.0,1.0,6.0,Very Low
19.22,37.03,0.0,39.0,2.0,6.0,Very Low
19.72,37.03,0.0,58.0,6.0,6.0,Very Low
20.22,37.03,0.0,104.0,16.0,5.0,Very Low
20.72,37.03,0.0,179.0,22.0,4.0,Moderate
21.22,37.03,4.833333333333335,261.0,41.0,3.0,Moderate
23.22,37.03,2.583333333333334,534.0,64.0,1.0,Very High
23.72,37.03,39.41666666666667,500.0,59.0,1.0,Very High
24.22,37.03,19.083333333333375,464.0,57.0,1.0,Very High
24.72,37.03,166.74999999999986,476.0,60.0,1.0,Very High
25.72,37.03,54.083333333333364,321.0,37.0,3.0,Moderate
26.22,37.03,9.08333333333334,73.0,8.0,5.0,Very Low
26.72,37.03,432.50000000000006,284.0,33.0,2.0,High
27.22,37.03,564.6666666666666,258.0,38.0,2.0,High
-4.28,36.53,548.2499999999994,529.0,63.0,0.0,Very High
-3.78,36.53,565.2500000000002,448.0,59.0,1.0,Very High
-3.28,36.53,171.5833333333332,462.0,59.0,1.0,Very High
-2.78,36.53,198.8333333333333,576.0,65.0,1.0,Very High
-2.28,36.53,148.00000000000009,595.0,66.0,1.0,Very High
-1.78,36.53,379.9999999999999,513.0,63.0,1.0,Very High
-1.28,36.53,0.0,182.0,27.0,4.0,Moderate
-0.78,36.53,33.83333333333332,132.0,23.0,4.0,Moderate
-0.28,36.53,39.666666666666664,143.0,28.0,4.0,Moderate
0.22,36.53,0.0,170.0,29.0,3.0,Moderate
0.72,36.53,0.0,245.0,32.0,3.0,Moderate
1.22,36.53,0.0,362.0,52.0,1.0,Very High
11.22,36.53,47.75000000000002,285.0,45.0,2.0,High
11.72,36.53,412.08333333333286,260.0,43.0,2.0,High
12.22,36.53,280.91666666666674,249.0,37.0,3.0,Moderate
12.72,36.53,1247.1666666666645,201.0,31.0,2.0,High
13.22,36.53,1187.3333333333353,327.0,52.0,0.0,Very High
13.72,36.53,1443.7500000000002,416.0,60.0,0.0,Very High
14.22,36.53,1005.0833333333345,558.0,64.0,0.0,Very High
14.72,36.53,658.7499999999999,399.0,56.0,1.0,Very High
15.22,36.53,1362.8333333333321,427.0,54.0,0.0,Very High
15.72,36.53,5.833333333333337,212.0,29.0,3.0,Moderate
16.22,36.53,0.5000000000000006,76.0,9.0,5.0,Very Low
16.72,36.53,0.0,52.0,7.0,6.0,Very Low
17.22,36.53,1.2500000000000009,33.0,2.0,6.0,Very Low
17.72,36.53,0.0,31.0,0.0,6.0,Very Low
18.22,36.53,0.0,36.0,0.0,6.0,Very Low
18.72,36.53,0.0,39.0,1.0,6.0,Very Low
19.22,36.53,0.0,38.0,2.0,6.0,Very Low
19.72,36.53,0.0,33.0,1.0,6.0,Very Low
20.22,36.53,0.0,41.0,2.0,6.0,Very Low
20.72,36.53,0.0,72.0,7.0,5.0,Very Low
21.22,36.53,0.0,140.0,22.0,4.0,Moderate
21.72,36.53,24.250000000000007,202.0,26.0,3.0,Moderate
22.22,36.53,63.08333333333334,359.0,47.0,2.0,High
22.72,36.53,0.0,404.0,52.0,1.0,Very High
23.22,36.53,0.1666666666666666,485.0,57.0,1.0,Very High
23.72,36.53,9.500000000000012,298.0,50.0,2.0,High
24.22,36.53,8.333333333333337,368.0,46.0,1.0,Very High
24.72,36.53,22.416666666666718,368.0,48.0,1.0,Very High
25.22,36.53,20.58333333333335,328.0,38.0,3.0,Moderate
25.72,36.53,28.999999999999968,187.0,15.0,4.0,Moderate
26.22,36.53,3.2500000000000004,150.0,10.0,5.0,Very Low
26.72,36.53,58.50000000000007,150.0,14.0,4.0,Moderate
27.22,36.53,190.2499999999998,152.0,7.0,5.0,Very Low
27.72,36.53,668.0000000000001,148.0,7.0,5.0,Very Low
28.22,36.53,731.0,270.0,31.0,2.0,High
28.72,36.53,189.91666666666686,407.0,51.0,1.0,Very High
30.72,36.53,171.9166666666667,484.0,56.0,1.0,Very High
31.22,36.53,142.91666666666663,425.0,54.0,1.0,Very High
31.72,36.53,15.083333333333352,229.0,22.0,4.0,Moderate
34.72,36.53,1928.4999999999998,303.0,41.0,0.0,Very High
35.22,36.53,39.916666666666686,275.0,42.0,3.0,Moderate
35.72,36.53,1317.499999999999,282.0,41.0,2.0,High
-5.78,36.03,0.0833333333333333,387.0,53.0,1.0,Very High
-5.28,36.03,451.66666666666686,504.0,61.0,1.0,Very High
-4.78,36.03,773.6666666666664,391.0,57.0,0.0,Very High
-4.28,36.03,29.750000000000018,323.0,53.0,2.0,High
-3.78,36.03,16.583333333333346,320.0,52.0,2.0,High
-3.28,36.03,2.6666666666666687,311.0,55.0,2.0,High
-2.78,36.03,0.4999999999999996,413.0,60.0,1.0,Very High
-2.28,36.03,12.83333333333333,323.0,49.0,2.0,High
-1.78,36.03,0.0,200.0,29.0,3.0,Moderate
-1.28,36.03,0.0,166.0,29.0,3.0,Moderate
-0.78,36.03,0.0,158.0,27.0,4.0,Moderate
-0.28,36.03,0.0,349.0,48.0,2.0,High
10.72,36.03,8.916666666666668,232.0,35.0,3.0,Moderate
11.22,36.03,179.2499999999999,148.0,33.0,3.0,Moderate
11.72,36.03,1635.333333333333,99.0,27.0,2.0,High
12.22,36.03,600.3333333333328,87.0,16.0,5.0,Very Low
12.72,36.03,195.5,37.0,6.0,6.0,Very Low
13.22,36.03,1214.083333333332,68.0,10.0,5.0,Very Low
13.72,36.03,359.3333333333332,135.0,20.0,4.0,Moderate
14.22,36.03,127.0833333333333,486.0,59.0,1.0,Very High
14.72,36.03,152.3333333333333,392.0,57.0,1.0,Very High
15.22,36.03,1876.916666666669,385.0,56.0,0.0,Very High
15.72,36.03,43.66666666666671,196.0,22.0,4.0,Moderate
16.22,36.03,2.833333333333335,61.0,7.0,6.0,Very Low
16.72,36.03,0.0,32.0,1.0,6.0,Very Low
17.22,36.03,0.0,23.0,0.0,6.0,Very Low
17.72,36.03,0.0,27.0,1.0,6.0,Very Low
18.22,36.03,0.0,26.0,1.0,6.0,Very Low
18.72,36.03,0.0,28.0,0.0,6.0,Very Low
19.22,36.03,0.0,26.0,1.0,6.0,Very Low
19.72,36.03,0.0,26.0,0.0,6.0,Very Low
20.22,36.03,0.0,44.0,3.0,6.0,Very Low
20.72,36.03,0.0,54.0,3.0,6.0,Very Low
21.22,36.03,0.0,139.0,21.0,4.0,Moderate
21.72,36.03,0.0,130.0,18.0,4.0,Moderate
22.22,36.03,3.1666666666666696,149.0,18.0,4.0,Moderate
22.72,36.03,0.0,218.0,32.0,3.0,Moderate
23.22,36.03,0.0,385.0,56.0,1.0,Very High
23.72,36.03,1.000000000000001,214.0,35.0,3.0,Moderate
24.22,36.03,2.9166666666666683,72.0,15.0,5.0,Very Low
24.72,36.03,32.33333333333335,67.0,10.0,5.0,Very Low
25.22,36.03,38.333333333333364,114.0,12.0,5.0,Very Low
25.72,36.03,15.916666666666712,47.0,6.0,6.0,Very Low
26.22,36.03,504.333333333334,41.0,4.0,6.0,Very Low
26.72,36.03,235.66666666666666,43.0,6.0,6.0,Very Low
27.22,36.03,5.750000000000001,87.0,9.0,5.0,Very Low
27.72,36.03,444.7499999999988,132.0,10.0,5.0,Very Low
28.22,36.03,72.5833333333333,92.0,8.0,5.0,Very Low
28.72,36.03,52.000000000000114,94.0,11.0,5.0,Very Low
29.22,36.03,69.41666666666657,129.0,15.0,5.0,Very Low
29.72,36.03,54.58333333333333,125.0,15.0,5.0,Very Low
30.22,36.03,30.000000000000036,131.0,16.0,4.0,Moderate
30.72,36.03,37.08333333333334,186.0,27.0,3.0,Moderate
31.22,36.03,90.25000000000003,63.0,8.0,5.0,Very Low
31.72,36.03,108.5833333333334,91.0,15.0,5.0,Very Low
32.22,36.03,55.666666666666735,199.0,23.0,4.0,Moderate
32.72,36.03,81.24999999999999,136.0,6.0,5.0,Very Low
33.22,36.03,36.58333333333333,240.0,34.0,3.0,Moderate
33.72,36.03,73.41666666666669,286.0,34.0,3.0,Moderate
34.22,36.03,89.83333333333334,302.0,38.0,3.0,Moderate
34.72,36.03,83.41666666666666,198.0,33.0,3.0,Moderate
35.22,36.03,204.91666666666669,279.0,45.0,2.0,High
35.72,36.03,230.49999999999977,346.0,50.0,2.0,High
-4.78,35.53,0.5000000000000006,343.0,56.0,1.0,Very High
-4.28,35.53,0.0,271.0,49.0,2.0,High
-3.78,35.53,0.0,313.0,53.0,2.0,High
-3.28,35.53,6.083333333333334,331.0,54.0,1.0,Very High
-2.78,35.53,4.333333333333334,454.0,60.0,1.0,Very High
-2.28,35.53,0.0,414.0,61.0,1.0,Very High
-1.78,35.53,0.0,410.0,60.0,1.0,Very High
-1.28,35.53,0.0,498.0,60.0,1.0,Very High
11.22,35.53,3.5000000000000036,218.0,33.0,3.0,Moderate
11.72,35.53,66.33333333333337,107.0,24.0,4.0,Moderate
12.22,35.53,410.91666666666674,91.0,26.0,4.0,Moderate
12.72,35.53,389.16666666666697,46.0,8.0,6.0,Very Low
13.22,35.53,168.7500000000001,28.0,7.0,6.0,Very Low
13.72,35.53,311.0000000000005,79.0,14.0,5.0,Very Low
14.22,35.53,24.916666666666682,375.0,48.0,1.0,Very High
14.72,35.53,901.0000000000002,452.0,54.0,0.0,Very High
15.22,35.53,138.58333333333334,312.0,54.0,2.0,High
15.72,35.53,40.74999999999999,168.0,21.0,4.0,Moderate
16.22,35.53,5.1666666666666705,87.0,10.0,5.0,Very Low
16.72,35.53,0.0,25.0,1.0,6.0,Very Low
17.22,35.53,0.0,24.0,1.0,6.0,Very Low
17.72,35.53,0.0,30.0,2.0,6.0,Very Low
18.22,35.53,0.0,29.0,2.0,6.0,Very Low
18.72,35.53,0.0,26.0,0.0,6.0,Very Low
19.22,35.53,0.0,13.0,0.0,6.0,Very Low
19.72,35.53,0.0,8.0,0.0,6.0,Very Low
20.22,35.53,0.0,28.0,1.0,6.0,Very Low
20.72,35.53,0.0,38.0,1.0,6.0,Very Low
21.22,35.53,0.0,68.0,8.0,5.0,Very Low
21.72,35.53,0.0,104.0,16.0,5.0,Very Low
22.22,35.53,1.0000000000000007,135.0,17.0,4.0,Moderate
22.72,35.53,1.583333333333334,86.0,6.0,5.0,Very Low
23.22,35.53,12.666666666666663,131.0,18.0,4.0,Moderate
24.22,35.53,161.74999999999994,159.0,25.0,4.0,Moderate
24.72,35.53,6.250000000000005,30.0,5.0,6.0,Very Low
25.22,35.53,130.66666666666674,30.0,6.0,6.0,Very Low
25.72,35.53,105.33333333333324,34.0,4.0,6.0,Very Low
26.22,35.53,5.083333333333334,32.0,4.0,6.0,Very Low
26.72,35.53,1.916666666666667,32.0,3.0,6.0,Very Low
27.22,35.53,8.083333333333336,84.0,9.0,5.0,Very Low
27.72,35.53,555.7499999999994,96.0,11.0,5.0,Very Low
28.22,35.53,2.6666666666666674,33.0,2.0,6.0,Very Low
28.72,35.53,2.416666666666667,69.0,7.0,5.0,Very Low
29.22,35.53,21.25000000000003,42.0,3.0,6.0,Very Low
29.72,35.53,69.16666666666674,15.0,1.0,6.0,Very Low
30.22,35.53,104.1666666666665,19.0,1.0,6.0,Very Low
30.72,35.53,37.75000000000004,13.0,0.0,6.0,Very Low
31.22,35.53,14.583333333333364,23.0,2.0,6.0,Very Low
31.72,35.53,13.833333333333366,33.0,2.0,6.0,Very Low
32.22,35.53,0.0,63.0,9.0,5.0,Very Low
32.72,35.53,45.833333333333336,57.0,8.0,5.0,Very Low
33.22,35.53,1.2499999999999998,105.0,18.0,4.0,Moderate
33.72,35.53,1.4166666666666667,86.0,20.0,4.0,Moderate
34.72,35.53,38.41666666666668,200.0,29.0,3.0,Moderate
35.22,35.53,14.416666666666686,156.0,28.0,4.0,Moderate
35.72,35.53,2.8333333333333353,430.0,56.0,1.0,Very High
11.22,35.03,0.0,204.0,26.0,3.0,Moderate
11.72,35.03,1.6666666666666674,83.0,17.0,5.0,Very Low
12.22,35.03,65.50000000000003,59.0,16.0,5.0,Very Low
12.72,35.03,678.2500000000005,67.0,17.0,5.0,Very Low
13.22,35.03,107.91666666666667,50.0,14.0,5.0,Very Low
13.72,35.03,206.50000000000014,49.0,13.0,5.0,Very Low
14.22,35.03,224.16666666666637,64.0,15.0,5.0,Very Low
14.72,35.03,114.83333333333344,122.0,28.0,4.0,Moderate
15.22,35.03,1.0000000000000009,153.0,35.0,3.0,Moderate
15.72,35.03,0.0,127.0,24.0,4.0,Moderate
16.22,35.03,0.0,41.0,2.0,6.0,Very Low
16.72,35.03,0.0,27.0,1.0,6.0,Very Low
17.22,35.03,0.0,22.0,2.0,6.0,Very Low
17.72,35.03,0.0,21.0,3.0,6.0,Very Low
18.22,35.03,0.0,22.0,3.0,6.0,Very Low
18.72,35.03,0.0,21.0,1.0,6.0,Very Low
19.22,35.03,0.0,12.0,0.0,6.0,Very Low
19.72,35.03,0.0,6.0,0.0,6.0,Very Low
20.22,35.03,0.0,31.0,4.0,6.0,Very Low
20.72,35.03,0.0,37.0,1.0,6.0,Very Low
21.22,35.03,0.0,52.0,4.0,6.0,Very Low
21.72,35.03,0.0,40.0,4.0,6.0,Very Low
22.22,35.03,0.0,45.0,4.0,6.0,Very Low
22.72,35.03,0.8333333333333329,56.0,5.0,6.0,Very Low
23.22,35.03,6.083333333333337,60.0,7.0,6.0,Very Low
23.72,35.03,0.0,106.0,11.0,5.0,Very Low
24.22,35.03,43.250000000000014,173.0,27.0,4.0,Moderate
24.72,35.03,114.66666666666673,132.0,7.0,5.0,Very Low
26.72,35.03,3.0000000000000018,35.0,4.0,6.0,Very Low
27.22,35.03,1.916666666666667,28.0,3.0,6.0,Very Low
27.72,35.03,0.0,4.0,0.0,6.0,Very Low
28.22,35.03,0.0,23.0,1.0,6.0,Very Low
28.72,35.03,0.0,19.0,1.0,6.0,Very Low
29.22,35.03,0.7500000000000008,12.0,0.0,6.0,Very Low
29.72,35.03,2.7500000000000036,8.0,0.0,6.0,Very Low
30.22,35.03,4.583333333333337,12.0,1.0,6.0,Very Low
30.72,35.03,0.9166666666666672,8.0,0.0,6.0,Very Low
31.22,35.03,0.0,18.0,2.0,6.0,Very Low
31.72,35.03,1.1666666666666676,35.0,2.0,6.0,Very Low
32.22,35.03,2.916666666666668,116.0,15.0,5.0,Very Low
34.22,35.03,26.66666666666668,176.0,19.0,4.0,Moderate
34.72,35.03,40.083333333333336,63.0,11.0,5.0,Very Low
35.22,35.03,1.833333333333335,114.0,18.0,4.0,Moderate
35.72,35.03,0.0,296.0,38.0,3.0,Moderate
10.72,34.53,0.0,223.0,33.0,3.0,Moderate
11.22,34.53,0.0,207.0,27.0,3.0,Moderate
11.72,34.53,0.0,89.0,13.0,5.0,Very Low
12.22,34.53,0.0,50.0,12.0,5.0,Very Low
12.72,34.53,84.41666666666671,61.0,18.0,5.0,Very Low
13.22,34.53,126.50000000000004,44.0,12.0,5.0,Very Low
13.72,34.53,9.416666666666679,29.0,8.0,6.0,Very Low
14.22,34.53,0.0,24.0,9.0,6.0,Very Low
14.72,34.53,0.0,26.0,9.0,6.0,Very Low
15.22,34.53,0.0,29.0,10.0,5.0,Very Low
15.72,34.53,0.0,24.0,10.0,6.0,Very Low
16.22,34.53,0.0,6.0,0.0,6.0,Very Low
16.72,34.53,0.0,5.0,1.0,6.0,Very Low
17.22,34.53,0.0,7.0,1.0,6.0,Very Low
17.72,34.53,0.0,18.0,3.0,6.0,Very Low
18.22,34.53,0.0,10.0,2.0,6.0,Very Low
18.72,34.53,0.0,18.0,0.0,6.0,Very Low
19.22,34.53,0.0,20.0,0.0,6.0,Very Low
19.72,34.53,0.0,5.0,0.0,6.0,Very Low
20.22,34.53,0.0,15.0,2.0,6.0,Very Low
20.72,34.53,0.0,22.0,2.0,6.0,Very Low
21.22,34.53,0.0,33.0,3.0,6.0,Very Low
21.72,34.53,0.0,27.0,2.0,6.0,Very Low
22.22,34.53,0.0,19.0,1.0,6.0,Very Low
22.72,34.53,0.1666666666666666,16.0,0.0,6.0,Very Low
23.22,34.53,10.416666666666671,15.0,2.0,6.0,Very Low
23.72,34.53,21.000000000000036,27.0,4.0,6.0,Very Low
24.22,34.53,100.33333333333329,39.0,2.0,6.0,Very Low
24.72,34.53,62.50000000000015,70.0,7.0,5.0,Very Low
25.22,34.53,101.99999999999997,78.0,8.0,5.0,Very Low
25.72,34.53,142.16666666666677,17.0,2.0,6.0,Very Low
26.22,34.53,15.333333333333353,35.0,1.0,6.0,Very Low
26.72,34.53,3.750000000000001,23.0,1.0,6.0,Very Low
27.22,34.53,2.9166666666666656,10.0,1.0,6.0,Very Low
27.72,34.53,1.5833333333333335,15.0,1.0,6.0,Very Low
28.22,34.53,0.0,8.0,0.0,6.0,Very Low
28.72,34.53,0.0,7.0,0.0,6.0,Very Low
29.22,34.53,0.0,5.0,0.0,6.0,Very Low
29.72,34.53,0.0,7.0,0.0,6.0,Very Low
30.22,34.53,0.9999999999999998,7.0,0.0,6.0,Very Low
30.72,34.53,3.16666666666667,9.0,1.0,6.0,Very Low
31.22,34.53,4.333333333333335,13.0,1.0,6.0,Very Low
31.72,34.53,11.25000000000002,31.0,2.0,6.0,Very Low
32.22,34.53,191.24999999999991,106.0,13.0,5.0,Very Low
32.72,34.53,134.8333333333333,102.0,6.0,5.0,Very Low
33.22,34.53,390.2499999999995,142.0,11.0,5.0,Very Low
33.72,34.53,167.49999999999986,137.0,14.0,5.0,Very Low
34.22,34.53,117.99999999999983,63.0,7.0,5.0,Very Low
34.72,34.53,14.166666666666703,49.0,10.0,5.0,Very Low
35.22,34.53,0.7500000000000002,96.0,16.0,5.0,Very Low
35.72,34.53,0.0,343.0,46.0,2.0,High
10.22,34.03,0.0,271.0,37.0,3.0,Moderate
10.72,34.03,0.0,244.0,33.0,3.0,Moderate
11.22,34.03,0.0,86.0,17.0,5.0,Very Low
11.72,34.03,0.0,56.0,14.0,5.0,Very Low
12.22,34.03,0.0,62.0,19.0,5.0,Very Low
12.72,34.03,14.583333333333359,47.0,15.0,5.0,Very Low
13.22,34.03,32.83333333333336,36.0,13.0,5.0,Very Low
13.72,34.03,3.4166666666666674,31.0,9.0,6.0,Very Low
14.22,34.03,0.0,27.0,8.0,6.0,Very Low
14.72,34.03,0.0,26.0,9.0,6.0,Very Low
15.22,34.03,0.0,17.0,4.0,6.0,Very Low
15.72,34.03,0.0,10.0,1.0,6.0,Very Low
16.22,34.03,0.0,7.0,0.0,6.0,Very Low
16.72,34.03,0.0,9.0,0.0,6.0,Very Low
17.22,34.03,0.0,6.0,1.0,6.0,Very Low
17.72,34.03,0.0,4.0,1.0,6.0,Very Low
18.22,34.03,0.0,7.0,1.0,6.0,Very Low
18.72,34.03,0.0,17.0,0.0,6.0,Very Low
19.22,34.03,0.0,23.0,1.0,6.0,Very Low
19.72,34.03,0.0,25.0,1.0,6.0,Very Low
20.22,34.03,0.0,18.0,0.0,6.0,Very Low
20.72,34.03,0.0,14.0,0.0,6.0,Very Low
21.22,34.03,0.0,11.0,1.0,6.0,Very Low
21.72,34.03,0.0,9.0,1.0,6.0,Very Low
22.22,34.03,1.5000000000000016,11.0,1.0,6.0,Very Low
22.72,34.03,4.58333333333334,8.0,1.0,6.0,Very Low
23.22,34.03,1.3333333333333346,7.0,0.0,6.0,Very Low
23.72,34.03,8.75000000000001,10.0,1.0,6.0,Very Low
24.22,34.03,25.916666666666693,8.0,0.0,6.0,Very Low
24.72,34.03,38.16666666666667,30.0,1.0,6.0,Very Low
25.22,34.03,12.750000000000028,28.0,0.0,6.0,Very Low
25.72,34.03,28.33333333333334,29.0,1.0,6.0,Very Low
26.22,34.03,22.500000000000014,30.0,0.0,6.0,Very Low
26.72,34.03,3.166666666666667,21.0,0.0,6.0,Very Low
27.22,34.03,0.0,6.0,0.0,6.0,Very Low
27.72,34.03,0.0,6.0,0.0,6.0,Very Low
28.22,34.03,0.0,6.0,0.0,6.0,Very Low
28.72,34.03,0.0,3.0,0.0,6.0,Very Low
29.22,34.03,0.0,3.0,0.0,6.0,Very Low
29.72,34.03,0.0,3.0,0.0,6.0,Very Low
30.22,34.03,0.0,4.0,0.0,6.0,Very Low
30.72,34.03,0.0,9.0,0.0,6.0,Very Low
31.22,34.03,0.7500000000000008,16.0,2.0,6.0,Very Low
31.72,34.03,1.5000000000000018,27.0,2.0,6.0,Very Low
32.22,34.03,104.58333333333333,36.0,1.0,6.0,Very Low
32.72,34.03,67.99999999999997,47.0,7.0,6.0,Very Low
33.22,34.03,24.6666666666667,36.0,6.0,6.0,Very Low
33.72,34.03,18.250000000000032,50.0,10.0,5.0,Very Low
34.22,34.03,7.083333333333337,81.0,13.0,5.0,Very Low
34.72,34.03,1.2500000000000004,91.0,17.0,5.0,Very Low
35.22,34.03,0.0,192.0,37.0,3.0,Moderate
10.72,33.53,0.0,236.0,30.0,3.0,Moderate
11.22,33.53,0.0,177.0,21.0,4.0,Moderate
11.72,33.53,0.0,65.0,11.0,5.0,Very Low
12.22,33.53,0.0,71.0,18.0,5.0,Very Low
12.72,33.53,0.0,62.0,19.0,5.0,Very Low
13.22,33.53,0.0,40.0,13.0,5.0,Very Low
13.72,33.53,0.0,40.0,12.0,5.0,Very Low
14.22,33.53,0.0,31.0,11.0,5.0,Very Low
14.72,33.53,0.0,26.0,10.0,5.0,Very Low
15.22,33.53,0.0,14.0,6.0,6.0,Very Low
15.72,33.53,0.0,8.0,1.0,6.0,Very Low
16.22,33.53,0.0,5.0,1.0,6.0,Very Low
16.72,33.53,0.0,4.0,1.0,6.0,Very Low
17.22,33.53,0.0,1.0,1.0,6.0,Very Low
17.72,33.53,0.0,1.0,1.0,6.0,Very Low
18.22,33.53,0.0,5.0,1.0,6.0,Very Low
18.72,33.53,0.0,13.0,1.0,6.0,Very Low
19.22,33.53,0.0,20.0,0.0,6.0,Very Low
19.72,33.53,0.0,45.0,1.0,6.0,Very Low
20.22,33.53,0.0,43.0,1.0,6.0,Very Low
20.72,33.53,0.0,19.0,0.0,6.0,Very Low
21.22,33.53,0.0,19.0,0.0,6.0,Very Low
21.72,33.53,0.0,19.0,0.0,6.0,Very Low
22.22,33.53,0.0,15.0,1.0,6.0,Very Low
22.72,33.53,2.000000000000001,11.0,1.0,6.0,Very Low
23.22,33.53,0.0,12.0,1.0,6.0,Very Low
23.72,33.53,0.0,6.0,1.0,6.0,Very Low
24.22,33.53,0.0,4.0,1.0,6.0,Very Low
24.72,33.53,0.0,9.0,0.0,6.0,Very Low
25.22,33.53,5.833333333333337,6.0,0.0,6.0,Very Low
25.72,33.53,9.333333333333345,10.0,0.0,6.0,Very Low
26.22,33.53,0.0,12.0,0.0,6.0,Very Low
26.72,33.53,0.0,5.0,0.0,6.0,Very Low
27.22,33.53,0.0,2.0,0.0,6.0,Very Low
27.72,33.53,0.0,1.0,0.0,6.0,Very Low
28.22,33.53,0.0,2.0,0.0,6.0,Very Low
28.72,33.53,0.0,2.0,0.0,6.0,Very Low
29.22,33.53,0.0,3.0,0.0,6.0,Very Low
29.72,33.53,0.0,4.0,0.0,6.0,Very Low
30.22,33.53,0.0,3.0,0.0,6.0,Very Low
30.72,33.53,0.4166666666666669,5.0,0.0,6.0,Very Low
31.22,33.53,0.0,11.0,2.0,6.0,Very Low
31.72,33.53,0.0,15.0,2.0,6.0,Very Low
32.22,33.53,0.0,15.0,2.0,6.0,Very Low
32.72,33.53,12.000000000000021,23.0,2.0,6.0,Very Low
33.22,33.53,11.833333333333355,31.0,6.0,6.0,Very Low
33.72,33.53,3.666666666666669,44.0,10.0,5.0,Very Low
34.22,33.53,0.0,76.0,13.0,5.0,Very Low
34.72,33.53,3.9166666666666705,135.0,31.0,4.0,Moderate
35.22,33.53,0.0,391.0,52.0,1.0,Very High
12.22,33.03,0.0,108.0,14.0,5.0,Very Low
12.72,33.03,0.0,83.0,20.0,4.0,Moderate
13.22,33.03,0.0,100.0,26.0,4.0,Moderate
13.72,33.03,0.0,97.0,26.0,4.0,Moderate
